transaction_id,upi_id,customer_id,timestamp,amount,transaction_type,merchant_id,counterparty_upi,status,device_id,device_type,channel,fraud_flag,reversal_flag,failure_reason
txn10005974,todd8115@upi,cust100012,2024-11-26 17:43,28.89,send,,user1935@upi,success,dev100012,feature_phone,intent,FALSE,FALSE,
txn10005975,matthew7115@upi,cust103587,2025-02-14 23:02,10.51,merchant_payment,merch1419,user5082@upi,success,dev103587,ios,app,FALSE,FALSE,
txn10005976,brian1360@upi,cust104799,2023-11-23 17:31,39.37,send,,user1200@upi,success,dev104799,ios,intent,FALSE,FALSE,
txn10005977,jill1311@upi,cust100437,2024-12-12 10:41,15.43,merchant_payment,merch1120,user4546@upi,success,dev100437,android,qr_code,FALSE,FALSE,
txn10005978,julia2168@upi,cust102299,2024-11-28 15:55,96.28,send,,user4502@upi,success,dev102299,tablet,app,FALSE,FALSE,
txn10005979,willie6271@upi,cust105716,2025-04-14 00:29,44.91,receive,,user4175@upi,success,dev105716,android,intent,FALSE,FALSE,
txn10005980,kenneth6114@upi,cust108661,2024-06-10 11:48,41.84,receive,,user3724@upi,success,dev108661,android,intent,FALSE,FALSE,
txn10005981,kevin2223@upi,cust105129,2024-07-28 09:58,16.39,receive,,user7281@upi,success,dev105129,feature_phone,intent,FALSE,FALSE,
txn10005982,adam1788@upi,cust102217,2025-07-29 08:09,18.66,receive,,user6906@upi,success,dev102217,android,intent,FALSE,FALSE,
txn10005983,charles1668@upi,cust109538,2025-02-10 22:17,12.08,receive,,user8900@upi,failed,dev109538,feature_phone,app,FALSE,FALSE,account_blocked
txn10005984,amy6254@upi,cust106931,2025-06-14 05:36,75.11,send,,user1474@upi,success,dev106931,tablet,qr_code,FALSE,FALSE,
txn10005985,erica3763@upi,cust106432,2025-07-27 21:20,32.38,send,,user8691@upi,success,dev106432,tablet,app,FALSE,FALSE,
txn10005986,bradley2325@upi,cust106551,2025-04-07 10:16,97.9,send,,user1754@upi,success,dev201865,feature_phone,qr_code,FALSE,FALSE,
txn10005987,gregory1398@upi,cust104952,2025-02-02 16:05,14.25,send,,user4003@upi,success,dev104952,ios,app,FALSE,FALSE,
txn10005988,daniel5411@upi,cust107811,2025-08-02 05:41,61.49,merchant_payment,merch1352,user7587@upi,success,dev107811,tablet,qr_code,FALSE,FALSE,
txn10005989,john8641@upi,cust109834,2025-02-21 09:01,43.49,merchant_payment,merch1496,user3297@upi,success,dev201704,feature_phone,intent,FALSE,FALSE,
txn10005990,sarah2467@upi,cust103000,2025-08-03 22:55,13.91,send,,user1815@upi,success,dev103000,ios,intent,FALSE,FALSE,
txn10005991,dr.7571@upi,cust107484,2025-07-08 12:00,19.81,receive,,user7660@upi,success,dev107484,tablet,app,FALSE,FALSE,
txn10005992,matthew7672@upi,cust100776,2024-04-29 13:44,47.14,send,,user6789@upi,success,dev100776,android,app,FALSE,FALSE,
txn10005993,ricardo4158@upi,cust100322,2025-04-26 05:09,29.35,receive,,user2760@upi,success,dev100322,feature_phone,qr_code,FALSE,FALSE,
txn10005994,joseph7017@upi,cust106755,2023-03-25 03:39,17.32,send,,user8360@upi,success,dev106755,android,qr_code,FALSE,FALSE,
txn10005995,daniel1991@upi,cust107958,2025-04-12 13:53,10.07,send,,user1412@upi,success,dev107958,feature_phone,qr_code,FALSE,FALSE,
txn10005996,brianna7025@upi,cust100670,2025-07-04 09:53,41.15,send,,user5861@upi,success,dev100670,feature_phone,app,FALSE,FALSE,
txn10005997,manuel8876@upi,cust108311,2025-04-07 20:19,25.23,merchant_payment,merch1287,user3711@upi,success,dev108311,feature_phone,qr_code,FALSE,FALSE,
txn10005998,jennifer3336@upi,cust100555,2025-02-01 03:53,10.37,receive,,user9733@upi,success,dev100555,android,app,FALSE,FALSE,
txn10005999,katelyn4189@upi,cust108718,2024-05-12 19:54,15.76,receive,,user8429@upi,success,dev108718,ios,app,FALSE,FALSE,
txn10006000,theresa5662@upi,cust104016,2025-05-24 22:19,66.01,merchant_payment,merch1131,user8404@upi,success,dev201274,ios,app,FALSE,FALSE,
txn10006001,lisa9802@upi,cust103033,2025-07-14 11:38,72,send,,user4045@upi,success,dev103033,feature_phone,qr_code,FALSE,FALSE,
txn10006002,eric7262@upi,cust101906,2025-06-01 01:41,36.82,receive,,user5751@upi,success,dev101906,tablet,qr_code,FALSE,FALSE,
txn10006003,melinda7701@upi,cust101948,2024-03-24 14:22,38.7,send,,user8739@upi,success,dev101948,feature_phone,qr_code,FALSE,FALSE,
txn10006004,tara6525@upi,cust107694,2025-06-01 18:28,24.54,receive,,user8361@upi,success,dev107694,ios,intent,FALSE,FALSE,
txn10006005,emily5724@upi,cust103318,2024-06-25 01:03,31.97,merchant_payment,merch1421,user9275@upi,success,dev103318,ios,intent,FALSE,FALSE,
txn10006006,cassandra9424@upi,cust100684,2023-11-08 20:01,35.64,merchant_payment,merch1246,user5973@upi,failed,dev100684,ios,qr_code,FALSE,FALSE,account_blocked
txn10006007,kaitlyn9275@upi,cust108265,2025-06-06 04:28,21.4,send,,user9365@upi,success,dev108265,feature_phone,qr_code,FALSE,FALSE,
txn10006008,michael5279@upi,cust105708,2025-02-14 15:20,10.03,receive,,user9373@upi,success,dev105708,tablet,app,FALSE,FALSE,
txn10006009,jonathon4066@upi,cust102759,2025-04-28 06:43,32.87,receive,,user4513@upi,success,dev102759,tablet,intent,FALSE,FALSE,
txn10006010,rachel8963@upi,cust104012,2024-12-12 16:03,18.61,receive,,user7824@upi,success,dev201702,android,app,FALSE,FALSE,
txn10006011,rhonda6823@upi,cust109854,2025-07-30 09:14,7.84,send,,user9766@upi,success,dev109854,feature_phone,qr_code,FALSE,FALSE,
txn10006012,suzanne3781@upi,cust107369,2025-07-20 10:12,20.41,receive,,user7792@upi,success,dev107369,android,qr_code,FALSE,FALSE,
txn10006013,elizabeth7984@upi,cust107822,2025-07-11 03:13,24.43,send,,user3749@upi,success,dev107822,ios,app,FALSE,FALSE,
txn10006014,pamela6663@upi,cust101657,2024-07-25 01:14,13.33,receive,,user8698@upi,success,dev101657,tablet,intent,FALSE,FALSE,
txn10006015,nicholas1568@upi,cust102796,2025-08-02 10:00,33.33,receive,,user7109@upi,success,dev102796,android,qr_code,FALSE,FALSE,
txn10006016,lisa3287@upi,cust108761,2025-05-10 08:34,62.06,send,,user5393@upi,success,dev108761,feature_phone,intent,FALSE,FALSE,
txn10006017,timothy5021@upi,cust107198,2025-07-17 04:31,43.36,send,,user2386@upi,success,dev107198,android,intent,FALSE,FALSE,
txn10006018,eric8627@upi,cust104577,2023-06-22 17:55,37.88,receive,,user6399@upi,success,dev104577,feature_phone,qr_code,FALSE,FALSE,
txn10006019,sarah6591@upi,cust100189,2024-03-20 02:29,47.97,merchant_payment,merch1005,user8616@upi,success,dev100189,ios,app,FALSE,FALSE,
txn10006020,ms.7306@upi,cust108068,2025-07-26 17:11,42.79,send,,user7631@upi,success,dev108068,tablet,intent,FALSE,FALSE,
txn10006021,dr.9263@upi,cust104670,2024-08-18 21:14,20.8,send,,user7638@upi,success,dev104670,feature_phone,intent,FALSE,FALSE,
txn10006022,lisa4182@upi,cust108899,2025-08-02 16:41,21.31,merchant_payment,merch1231,user1477@upi,success,dev108899,android,qr_code,FALSE,FALSE,
txn10006023,ashley6417@upi,cust102964,2025-06-16 14:01,30.58,send,,user5896@upi,success,dev102964,tablet,qr_code,FALSE,FALSE,
txn10006024,emily5320@upi,cust109937,2025-07-05 09:36,63.48,merchant_payment,merch1102,user2574@upi,success,dev109937,android,qr_code,FALSE,FALSE,
txn10006025,jermaine8300@upi,cust109972,2025-04-17 14:47,115.06,merchant_payment,merch1322,user7442@upi,success,dev109972,android,app,FALSE,FALSE,
txn10006026,michael5139@upi,cust100669,2025-07-04 17:58,22.64,receive,,user9964@upi,success,dev100669,feature_phone,qr_code,FALSE,FALSE,
txn10006027,barbara8076@upi,cust109436,2024-09-01 18:52,57.88,send,,user1092@upi,success,dev109436,android,app,FALSE,FALSE,
txn10006028,ann8509@upi,cust101789,2024-06-17 22:59,57.5,receive,,user1280@upi,success,dev101789,android,qr_code,FALSE,FALSE,
txn10006029,zachary3609@upi,cust103053,2025-06-24 16:54,68.81,receive,,user8093@upi,success,dev103053,feature_phone,app,FALSE,FALSE,
txn10006030,mr.6040@upi,cust105557,2024-06-22 12:45,36.12,send,,user4987@upi,success,dev105557,feature_phone,app,FALSE,FALSE,
txn10006031,tina2527@upi,cust109117,2022-01-30 23:04,26.41,merchant_payment,merch1342,user7499@upi,success,dev109117,ios,intent,FALSE,FALSE,
txn10006032,steven4902@upi,cust104418,2024-05-25 13:52,30.71,merchant_payment,merch1271,user3192@upi,success,dev200217,feature_phone,qr_code,FALSE,FALSE,
txn10006033,nicholas3190@upi,cust101547,2025-01-04 09:05,12.97,merchant_payment,merch1495,user1908@upi,success,dev101547,android,qr_code,FALSE,FALSE,
txn10006034,gregory6596@upi,cust102475,2025-07-07 17:36,22.99,send,,user3208@upi,success,dev102475,android,intent,FALSE,FALSE,
txn10006035,antonio9983@upi,cust104874,2025-07-19 00:02,37.26,receive,,user5387@upi,success,dev104874,tablet,qr_code,FALSE,FALSE,
txn10006036,michelle9504@upi,cust107223,2025-02-22 06:23,25.28,receive,,user6645@upi,success,dev107223,ios,app,FALSE,FALSE,
txn10006037,connie5411@upi,cust106891,2025-05-03 17:32,30.05,merchant_payment,merch1353,user1119@upi,success,dev106891,tablet,intent,FALSE,FALSE,
txn10006038,richard9963@upi,cust102184,2024-04-16 07:06,69.09,send,,user3675@upi,success,dev102184,feature_phone,intent,FALSE,FALSE,
txn10006039,mr.4114@upi,cust101836,2024-03-26 22:34,29.57,send,,user9581@upi,success,dev101836,ios,intent,FALSE,FALSE,
txn10006040,bridget5196@upi,cust108621,2025-08-05 03:57,13.9,merchant_payment,merch1499,user3925@upi,success,dev108621,tablet,qr_code,FALSE,FALSE,
txn10006041,joseph6540@upi,cust105766,2025-08-01 04:00,14.07,merchant_payment,merch1298,user9864@upi,success,dev105766,tablet,qr_code,FALSE,FALSE,
txn10006042,william9387@upi,cust106461,2025-07-25 15:47,86.31,send,,user2237@upi,success,dev106461,ios,qr_code,FALSE,FALSE,
txn10006043,lisa9471@upi,cust107838,2024-11-16 17:14,43,send,,user2113@upi,success,dev107838,tablet,intent,FALSE,FALSE,
txn10006044,joseph6433@upi,cust107105,2025-04-26 14:00,45.06,receive,,user6564@upi,success,dev107105,tablet,qr_code,FALSE,FALSE,
txn10006045,robert6791@upi,cust104639,2025-08-05 18:22,60.04,send,,user7652@upi,success,dev104639,ios,intent,FALSE,FALSE,
txn10006046,jamie1519@upi,cust105670,2025-06-22 10:33,8.32,merchant_payment,merch1155,user5622@upi,success,dev200814,ios,intent,FALSE,FALSE,
txn10006047,vanessa2351@upi,cust104281,2025-05-02 15:13,40.99,receive,,user3633@upi,success,dev104281,feature_phone,intent,FALSE,FALSE,
txn10006048,dawn3536@upi,cust108024,2024-12-24 03:09,92.48,send,,user8473@upi,failed,dev108024,feature_phone,intent,FALSE,TRUE,network_error
txn10006049,gary8994@upi,cust100954,2025-02-28 00:03,31.74,send,,user4784@upi,success,dev100954,android,intent,FALSE,FALSE,
txn10006050,samuel7200@upi,cust105478,2025-01-04 15:23,16.5,send,,user5408@upi,success,dev105478,feature_phone,intent,FALSE,FALSE,
txn10006051,harold5381@upi,cust103434,2025-04-04 07:47,56.4,send,,user3460@upi,success,dev103434,tablet,qr_code,FALSE,FALSE,
txn10006052,victoria1199@upi,cust109217,2025-07-19 01:07,25.14,send,,user7169@upi,success,dev109217,tablet,app,FALSE,FALSE,
txn10006053,charles6659@upi,cust101217,2025-07-11 00:06,21.68,receive,,user9776@upi,success,dev101217,ios,intent,FALSE,FALSE,
txn10006054,cindy8446@upi,cust104632,2025-01-23 10:12,15.05,send,,user7183@upi,success,dev104632,feature_phone,intent,FALSE,FALSE,
txn10006055,casey8936@upi,cust106171,2024-11-04 05:37,29.16,bill_pay,merch1419,user9968@upi,success,dev106171,android,intent,FALSE,FALSE,
txn10006056,thomas3200@upi,cust101895,2025-05-31 08:11,12.31,send,,user9406@upi,success,dev101895,tablet,intent,FALSE,FALSE,
txn10006057,jonathan7967@upi,cust108251,2023-03-18 01:29,31.56,send,,user3853@upi,success,dev108251,ios,app,FALSE,FALSE,
txn10006058,brady6222@upi,cust104775,2023-10-31 05:41,24.5,send,,user1610@upi,success,dev104775,tablet,app,FALSE,FALSE,
txn10006059,jeffery8815@upi,cust107724,2025-07-05 05:39,28.05,merchant_payment,merch1457,user3443@upi,success,dev107724,tablet,qr_code,FALSE,FALSE,
txn10006060,mary6418@upi,cust106803,2025-05-08 21:40,58.75,send,,user9186@upi,failed,dev106803,android,intent,FALSE,TRUE,incorrect_pin
txn10006061,renee7567@upi,cust106406,2024-11-19 19:58,55.13,bill_pay,merch1452,user5292@upi,success,dev106406,ios,app,FALSE,FALSE,
txn10006062,joshua5133@upi,cust107204,2025-07-04 22:42,16.55,receive,,user5357@upi,success,dev107204,ios,qr_code,FALSE,FALSE,
txn10006063,lance7909@upi,cust109513,2025-01-17 20:56,14.81,receive,,user5199@upi,success,dev109513,ios,qr_code,FALSE,FALSE,
txn10006064,steven2234@upi,cust104680,2024-09-16 20:37,51.92,send,,user7840@upi,success,dev104680,android,app,FALSE,FALSE,
txn10006065,ian9254@upi,cust109614,2024-05-16 14:59,9.7,send,,user7529@upi,success,dev109614,android,intent,FALSE,FALSE,
txn10006066,jason1107@upi,cust108532,2024-02-20 07:11,132.07,send,,user6683@upi,success,dev108532,feature_phone,intent,FALSE,FALSE,
txn10006067,karen2608@upi,cust109427,2025-07-09 16:56,66.13,merchant_payment,merch1359,user1555@upi,success,dev109427,feature_phone,intent,FALSE,FALSE,
txn10006068,brian4172@upi,cust109482,2025-07-27 01:19,27.55,receive,,user2860@upi,pending,dev109482,tablet,qr_code,FALSE,FALSE,
txn10006069,jill2615@upi,cust100437,2024-08-04 16:01,35.73,receive,,user2661@upi,success,dev100437,android,intent,FALSE,FALSE,
txn10006070,jordan5884@upi,cust108967,2024-07-28 06:12,48.96,receive,,user6854@upi,success,dev108967,android,intent,FALSE,FALSE,
txn10006071,kaylee2772@upi,cust100748,2025-04-04 16:56,29.13,send,,user7720@upi,success,dev100748,android,app,FALSE,FALSE,
txn10006072,vincent8533@upi,cust104320,2024-02-16 21:45,25.76,merchant_payment,merch1030,user8072@upi,success,dev104320,feature_phone,app,FALSE,FALSE,
txn10006073,marissa1202@upi,cust105865,2025-07-13 14:49,18.97,receive,,user2445@upi,success,dev105865,tablet,qr_code,FALSE,FALSE,
txn10006074,karen5304@upi,cust100144,2025-07-20 10:11,7.89,send,,user3099@upi,success,dev201811,tablet,intent,FALSE,FALSE,
txn10006075,patricia5065@upi,cust104582,2022-10-14 17:52,54.49,receive,,user9542@upi,success,dev201979,feature_phone,intent,FALSE,FALSE,
txn10006076,tiffany3800@upi,cust101500,2025-06-10 08:54,30.56,send,,user7528@upi,success,dev101500,tablet,qr_code,FALSE,FALSE,
txn10006077,casey9529@upi,cust109635,2025-03-20 20:27,64.29,receive,,user2037@upi,success,dev109635,feature_phone,qr_code,FALSE,FALSE,
txn10006078,aaron3136@upi,cust101356,2025-08-03 03:25,98.69,merchant_payment,merch1238,user3142@upi,success,dev101356,feature_phone,qr_code,FALSE,FALSE,
txn10006079,donna6103@upi,cust102441,2025-07-03 06:38,33.75,send,,user9340@upi,success,dev102441,android,qr_code,FALSE,FALSE,
txn10006080,adam4460@upi,cust108979,2025-07-28 17:11,111.48,merchant_payment,merch1146,user7408@upi,failed,dev108979,ios,intent,FALSE,TRUE,network_error
txn10006081,devin2766@upi,cust103384,2025-06-16 18:23,55.39,receive,,user1401@upi,success,dev103384,feature_phone,app,FALSE,FALSE,
txn10006082,thomas7605@upi,cust108360,2025-08-05 00:33,23.14,receive,,user4539@upi,success,dev108360,feature_phone,app,FALSE,FALSE,
txn10006083,alicia7564@upi,cust104058,2025-05-28 06:18,16.8,merchant_payment,merch1366,user8778@upi,success,dev104058,ios,app,FALSE,FALSE,
txn10006084,jennifer6222@upi,cust101774,2025-01-23 19:03,21.57,receive,,user2317@upi,success,dev101774,feature_phone,intent,FALSE,FALSE,
txn10006085,natalie3170@upi,cust108634,2022-03-14 17:39,52.21,send,,user6133@upi,success,dev108634,tablet,app,FALSE,FALSE,
txn10006086,breanna7140@upi,cust104087,2025-06-25 18:56,67.07,send,,user7675@upi,success,dev104087,ios,intent,FALSE,FALSE,
txn10006087,teresa5353@upi,cust101283,2025-04-28 14:53,23.68,send,,user3419@upi,success,dev101283,feature_phone,app,FALSE,FALSE,
txn10006088,amanda3762@upi,cust109038,2025-05-14 05:12,50.46,merchant_payment,merch1243,user4538@upi,success,dev201325,feature_phone,qr_code,TRUE,FALSE,
txn10006089,derrick2635@upi,cust103969,2024-12-15 10:16,77.41,merchant_payment,merch1113,user4983@upi,success,dev103969,feature_phone,app,FALSE,FALSE,
txn10006090,danielle4167@upi,cust106497,2024-12-15 22:03,13.8,send,,user2470@upi,success,dev106497,tablet,app,FALSE,FALSE,
txn10006091,brian2803@upi,cust108796,2025-07-19 16:07,28.2,send,,user9293@upi,pending,dev108796,tablet,intent,FALSE,FALSE,
txn10006092,kenneth9465@upi,cust109873,2025-06-07 19:22,31.16,merchant_payment,merch1106,user9937@upi,success,dev109873,android,qr_code,FALSE,FALSE,
txn10006093,daniel2066@upi,cust101153,2025-03-30 20:25,13.96,merchant_payment,merch1317,user8153@upi,success,dev101153,tablet,app,FALSE,FALSE,
txn10006094,mario8028@upi,cust107047,2024-02-16 07:13,72.88,receive,,user2658@upi,failed,dev107047,android,app,FALSE,FALSE,bank_down
txn10006095,craig7597@upi,cust109648,2025-07-06 08:30,14.24,send,,user4505@upi,success,dev109648,ios,qr_code,FALSE,FALSE,
txn10006096,jessica5229@upi,cust102169,2025-08-05 10:32,48.13,receive,,user1661@upi,success,dev102169,android,app,FALSE,FALSE,
txn10006097,jesse3596@upi,cust101913,2024-04-27 20:56,33.99,send,,user9491@upi,success,dev101913,ios,app,FALSE,FALSE,
txn10006098,claudia8200@upi,cust100809,2024-02-22 22:21,53.36,receive,,user9341@upi,success,dev100809,android,app,FALSE,FALSE,
txn10006099,jennifer5762@upi,cust101763,2025-07-06 07:54,33.64,receive,,user7032@upi,failed,dev101763,ios,app,TRUE,TRUE,network_error
txn10006100,christopher6205@upi,cust103974,2025-05-19 08:36,26.97,receive,,user2689@upi,success,dev103974,ios,qr_code,FALSE,FALSE,
txn10006101,edward8779@upi,cust106683,2024-10-24 15:03,42.23,receive,,user7922@upi,success,dev201137,ios,qr_code,FALSE,FALSE,
txn10006102,erika5666@upi,cust108197,2024-08-13 02:54,19.8,receive,,user7112@upi,success,dev108197,tablet,qr_code,FALSE,FALSE,
txn10006103,aaron6007@upi,cust100645,2023-08-19 06:53,31.25,bill_pay,merch1495,user9118@upi,success,dev100645,tablet,intent,FALSE,FALSE,
txn10006104,jacob9043@upi,cust103641,2024-06-30 03:55,24.86,merchant_payment,merch1280,user9425@upi,success,dev103641,android,qr_code,FALSE,FALSE,
txn10006105,jeffrey4259@upi,cust105030,2025-05-22 10:32,31.53,send,,user9989@upi,failed,dev105030,feature_phone,app,FALSE,FALSE,network_error
txn10006106,taylor3651@upi,cust103117,2025-06-27 00:24,35.89,send,,user2090@upi,success,dev103117,android,qr_code,FALSE,FALSE,
txn10006107,bryan1570@upi,cust109249,2024-12-25 22:15,10.61,merchant_payment,merch1104,user5321@upi,success,dev109249,android,qr_code,FALSE,FALSE,
txn10006108,mrs.1276@upi,cust102292,2025-07-13 07:21,62.62,merchant_payment,merch1372,user2059@upi,success,dev102292,feature_phone,qr_code,FALSE,FALSE,
txn10006109,heather9897@upi,cust108995,2024-12-31 05:01,41.31,merchant_payment,merch1380,user6396@upi,success,dev108995,android,intent,FALSE,FALSE,
txn10006110,mario2023@upi,cust107176,2025-07-31 05:27,22.74,merchant_payment,merch1269,user2665@upi,failed,dev200286,android,app,FALSE,FALSE,bank_down
txn10006111,michele6349@upi,cust104548,2025-07-14 07:54,33.73,merchant_payment,merch1255,user2079@upi,success,dev104548,android,qr_code,FALSE,FALSE,
txn10006112,joann9075@upi,cust101606,2025-07-31 10:24,47.47,send,,user3585@upi,success,dev101606,ios,app,FALSE,FALSE,
txn10006113,shannon8086@upi,cust108318,2025-07-04 11:46,21.55,receive,,user6058@upi,success,dev108318,tablet,app,FALSE,FALSE,
txn10006114,mark8978@upi,cust108522,2024-01-02 01:35,7.36,merchant_payment,merch1334,user2800@upi,success,dev108522,tablet,intent,FALSE,FALSE,
txn10006115,catherine9988@upi,cust103387,2025-07-27 10:18,45.37,send,,user1088@upi,success,dev103387,ios,qr_code,FALSE,FALSE,
txn10006116,jillian4938@upi,cust105202,2025-07-16 23:34,9.25,receive,,user5947@upi,success,dev105202,ios,app,FALSE,FALSE,
txn10006117,lauren2383@upi,cust102987,2025-08-03 07:45,79.82,bill_pay,merch1307,user3286@upi,success,dev102987,ios,intent,FALSE,FALSE,
txn10006118,justin9590@upi,cust103650,2025-07-22 19:50,47.32,send,,user3659@upi,success,dev103650,ios,intent,FALSE,FALSE,
txn10006119,amanda3757@upi,cust103958,2024-12-09 18:10,32.11,send,,user9997@upi,success,dev103958,ios,qr_code,FALSE,FALSE,
txn10006120,jessica2582@upi,cust109779,2025-02-14 06:21,43.77,merchant_payment,merch1489,user6339@upi,success,dev109779,feature_phone,qr_code,FALSE,FALSE,
txn10006121,kim4086@upi,cust108148,2025-08-06 01:22,46.78,receive,,user2112@upi,success,dev108148,android,intent,FALSE,FALSE,
txn10006122,christina3000@upi,cust103975,2025-07-14 01:43,10.01,receive,,user3740@upi,success,dev103975,feature_phone,qr_code,FALSE,FALSE,
txn10006123,erica7170@upi,cust108492,2025-07-21 01:08,76.03,send,,user5726@upi,success,dev108492,feature_phone,app,FALSE,FALSE,
txn10006124,james8803@upi,cust100041,2024-08-06 23:35,45.7,merchant_payment,merch1353,user9158@upi,success,dev100041,android,intent,FALSE,FALSE,
txn10006125,stephanie3834@upi,cust102713,2025-06-20 08:39,38.07,send,,user3321@upi,success,dev102713,ios,app,FALSE,FALSE,
txn10006126,david9678@upi,cust103398,2025-04-19 00:53,13.58,receive,,user6237@upi,success,dev103398,ios,qr_code,TRUE,FALSE,
txn10006127,devon4919@upi,cust106127,2022-10-01 13:50,12.78,send,,user6085@upi,success,dev200165,tablet,intent,FALSE,FALSE,
txn10006128,ryan3140@upi,cust104114,2024-02-18 20:14,27.58,bill_pay,merch1346,user7854@upi,failed,dev104114,feature_phone,qr_code,FALSE,FALSE,account_blocked
txn10006129,yolanda8868@upi,cust100958,2025-07-29 10:14,13.7,receive,,user3197@upi,success,dev100958,ios,intent,FALSE,FALSE,
txn10006130,ashley1709@upi,cust109633,2025-08-04 02:06,25.13,send,,user5875@upi,success,dev109633,tablet,intent,FALSE,FALSE,
txn10006131,jeffrey7510@upi,cust106995,2025-06-18 12:31,21.28,receive,,user3313@upi,success,dev106995,tablet,intent,FALSE,FALSE,
txn10006132,jason8600@upi,cust107444,2024-10-19 03:10,11.18,merchant_payment,merch1357,user1790@upi,success,dev107444,android,intent,FALSE,FALSE,
txn10006133,geoffrey2078@upi,cust105735,2025-08-05 01:46,222.74,receive,,user2655@upi,success,dev105735,tablet,qr_code,FALSE,FALSE,
txn10006134,amy7921@upi,cust109231,2025-05-03 21:14,79.46,receive,,user6392@upi,success,dev109231,android,intent,FALSE,FALSE,
txn10006135,justin6999@upi,cust108227,2025-05-28 09:18,30.37,merchant_payment,merch1241,user9706@upi,success,dev108227,ios,app,FALSE,FALSE,
txn10006136,natalie6618@upi,cust104914,2024-10-23 09:06,16.52,merchant_payment,merch1441,user3618@upi,success,dev104914,tablet,app,FALSE,FALSE,
txn10006137,lawrence9217@upi,cust102827,2025-06-16 21:50,62.7,receive,,user9615@upi,success,dev102827,feature_phone,intent,FALSE,FALSE,
txn10006138,frank9625@upi,cust103517,2025-08-05 05:41,45.79,merchant_payment,merch1112,user4582@upi,success,dev103517,feature_phone,app,FALSE,FALSE,
txn10006139,catherine4267@upi,cust100232,2025-06-11 15:39,45.36,send,,user2663@upi,success,dev100232,feature_phone,app,FALSE,FALSE,
txn10006140,hannah2920@upi,cust102420,2024-05-06 14:43,70.72,receive,,user2821@upi,success,dev102420,feature_phone,qr_code,FALSE,FALSE,
txn10006141,amanda8235@upi,cust105037,2025-05-06 13:23,32.66,merchant_payment,merch1229,user5758@upi,success,dev105037,tablet,intent,FALSE,FALSE,
txn10006142,christopher9985@upi,cust104731,2025-06-17 09:04,27.53,receive,,user4244@upi,success,dev104731,feature_phone,intent,FALSE,FALSE,
txn10006143,heidi3177@upi,cust107424,2024-05-12 11:08,20.5,receive,,user7438@upi,success,dev107424,tablet,intent,FALSE,FALSE,
txn10006144,justin1647@upi,cust107588,2025-08-01 04:32,15.24,receive,,user1439@upi,success,dev107588,tablet,intent,FALSE,FALSE,
txn10006145,hunter3026@upi,cust106302,2025-03-02 16:35,9.36,send,,user7116@upi,success,dev106302,feature_phone,qr_code,FALSE,FALSE,
txn10006146,joseph4548@upi,cust102171,2023-09-18 20:21,36.84,receive,,user5063@upi,success,dev102171,tablet,intent,FALSE,FALSE,
txn10006147,jay7162@upi,cust106080,2024-04-09 06:03,9.99,receive,,user1840@upi,success,dev106080,ios,app,FALSE,FALSE,
txn10006148,nicholas1039@upi,cust109402,2025-07-21 09:07,33.6,receive,,user2945@upi,success,dev109402,ios,intent,FALSE,FALSE,
txn10006149,mark2962@upi,cust109895,2025-06-29 15:39,45.06,send,,user8116@upi,success,dev109895,android,qr_code,FALSE,FALSE,
txn10006150,jaime7801@upi,cust106820,2024-06-20 23:40,28.36,send,,user4871@upi,success,dev106820,android,qr_code,FALSE,FALSE,
txn10006151,joshua4820@upi,cust107077,2025-04-03 21:09,26.9,merchant_payment,merch1434,user9982@upi,success,dev107077,feature_phone,app,FALSE,FALSE,
txn10006152,rachel8226@upi,cust102151,2024-08-08 05:51,21.25,receive,,user5371@upi,success,dev102151,android,intent,FALSE,FALSE,
txn10006153,mark1903@upi,cust107191,2024-09-13 00:58,23.7,merchant_payment,merch1203,user9419@upi,success,dev107191,android,app,FALSE,FALSE,
txn10006154,regina1366@upi,cust109816,2025-06-04 18:22,15.56,send,,user9373@upi,success,dev109816,feature_phone,qr_code,FALSE,FALSE,
txn10006155,martin1828@upi,cust108983,2024-11-20 22:12,20.54,send,,user5769@upi,success,dev108983,ios,intent,FALSE,FALSE,
txn10006156,angela4735@upi,cust100843,2025-06-02 08:23,26.96,receive,,user5536@upi,success,dev100843,tablet,intent,FALSE,FALSE,
txn10006157,robert3472@upi,cust106298,2025-04-15 06:39,42.24,merchant_payment,merch1284,user4938@upi,success,dev106298,tablet,qr_code,FALSE,FALSE,
txn10006158,danielle9905@upi,cust102510,2025-07-03 23:22,24.33,merchant_payment,merch1239,user3159@upi,success,dev102510,tablet,intent,FALSE,FALSE,
txn10006159,amanda3762@upi,cust109038,2024-08-29 11:36,10.58,send,,user1445@upi,success,dev201325,feature_phone,intent,TRUE,FALSE,
txn10006160,william2342@upi,cust103226,2024-11-16 07:02,109.49,receive,,user4864@upi,failed,dev103226,feature_phone,app,FALSE,TRUE,network_error
txn10006161,joseph6061@upi,cust109572,2024-12-16 09:38,4.94,bill_pay,merch1333,user2559@upi,success,dev109572,android,qr_code,FALSE,FALSE,
txn10006162,jeremy2912@upi,cust101432,2025-06-26 22:58,82.94,send,,user6264@upi,success,dev101432,ios,app,FALSE,FALSE,
txn10006163,daniel6549@upi,cust101638,2024-12-24 15:29,26.25,merchant_payment,merch1092,user6773@upi,success,dev101638,tablet,qr_code,FALSE,FALSE,
