alert_id,transaction_id,alert_type,alert_date,resolved,resolution_date,remarks
alert111168,txn10011168,frequent_failure,2023-11-14 05:25,FALSE,,Find word carry smile somebody city.
alert134231,txn10034231,frequent_failure,2025-05-23 05:50,TRUE,2025-05-23 11:50:24,Sell stand remember sea important professor.
alert141510,txn10041510,unusual_time,2025-02-10 21:26,FALSE,,Nothing factor to we measure phone.
alert185986,txn10085986,suspicious_login,2025-02-02 12:00,TRUE,2025-02-03 05:00:19,Model that could.
alert140060,txn10040060,suspicious_login,2025-05-17 10:20,FALSE,,Should leave opportunity it ground.
alert159211,txn10059211,frequent_failure,2025-08-05 22:13,TRUE,2025-08-06 05:13:49,All word eye marriage central.
alert183829,txn10083829,unusual_time,2025-06-07 09:14,TRUE,2025-06-10 09:14:38,Those war business.
alert154004,txn10054004,unusual_time,2024-08-01 08:49,TRUE,2024-08-04 05:49:43,Support long him theory.
alert122911,txn10022911,unusual_amount,2025-01-18 08:43,TRUE,2025-01-19 15:43:24,Cold view true significant simple investment.
alert148750,txn10048750,unusual_amount,2025-05-24 10:47,TRUE,2025-05-26 12:47:49,Specific he green identify piece model.
alert169033,txn10069033,frequent_failure,2025-06-06 01:50,TRUE,2025-06-06 09:50:14,Industry risk boy worry structure situation.
alert195431,txn10095431,frequent_failure,2024-12-14 18:29,TRUE,2024-12-15 07:29:35,Pretty range three camera raise since attack.
alert191167,txn10091167,unusual_time,2024-10-11 04:12,TRUE,2024-10-13 21:12:31,Management major writer agree.
alert111475,txn10011475,unusual_time,2024-08-27 06:57,TRUE,2024-08-27 12:57:47,Area project sign thank.
alert149122,txn10049122,frequent_failure,2025-02-27 06:09,TRUE,2025-02-27 17:09:46,Cut difference may relate rest different light.
alert140261,txn10040261,unusual_time,2025-02-18 09:10,TRUE,2025-02-20 18:10:56,Beat entire man be person white.
alert165349,txn10065349,unusual_amount,2024-08-11 19:53,TRUE,2024-08-12 05:53:46,Kid general however president management response.
alert116920,txn10016920,suspicious_login,2025-07-30 16:40,TRUE,2025-08-02 01:40:20,Enough expect growth news.
alert167531,txn10067531,suspicious_login,2025-02-08 08:30,TRUE,2025-02-08 15:30:03,Director measure speak number prepare end.
alert164318,txn10064318,unusual_time,2023-09-23 19:07,TRUE,2023-09-25 09:07:21,Contain area will fish at.
alert179773,txn10079773,frequent_failure,2025-02-11 19:35,TRUE,2025-02-13 15:35:23,Difference recognize letter pass look mind.
alert127823,txn10027823,suspicious_login,2022-10-22 14:50,TRUE,2022-10-25 08:50:39,After father physical discussion fish sport.
alert175006,txn10075006,unusual_amount,2025-06-10 21:03,TRUE,2025-06-12 01:03:48,Remember each leader speech kind first.
alert138049,txn10038049,frequent_failure,2025-07-15 01:47,TRUE,2025-07-17 09:47:22,Always own represent would impact.
alert121580,txn10021580,frequent_failure,2025-04-09 11:58,TRUE,2025-04-11 06:58:35,Activity section live fight.
alert127984,txn10027984,unusual_amount,2024-11-12 17:57,TRUE,2024-11-13 12:57:20,Reach group should seat.
alert148490,txn10048490,suspicious_login,2025-08-06 01:30,TRUE,2025-08-06 08:06:42,Perform find strong help affect turn whole.
alert149088,txn10049088,suspicious_login,2025-07-31 12:28,TRUE,2025-08-02 12:28:05,Writer better difficult.
alert181549,txn10081549,frequent_failure,2025-03-15 12:51,TRUE,2025-03-17 05:51:53,Enjoy baby lose campaign fund film.
alert113958,txn10013958,unusual_time,2025-01-10 06:47,TRUE,2025-01-11 14:47:53,Note home trial director success you.
alert115129,txn10015129,frequent_failure,2025-06-19 11:25,FALSE,,Culture among see those still.
alert122226,txn10022226,suspicious_login,2025-04-26 17:02,TRUE,2025-04-26 22:02:41,Center actually white senior.
alert131151,txn10031151,frequent_failure,2025-08-05 16:08,TRUE,2025-08-06 04:08:13,Education serious science.
alert148317,txn10048317,frequent_failure,2025-04-28 19:54,TRUE,2025-05-01 12:54:18,Real itself leave population country.
alert144426,txn10044426,unusual_amount,2025-01-22 19:29,TRUE,2025-01-23 08:29:56,Choose in pretty group.
alert145583,txn10045583,unusual_time,2024-08-15 17:03,TRUE,2024-08-18 00:03:44,She occur several threat light good.
alert102226,txn10002226,unusual_amount,2024-10-29 05:35,TRUE,2024-10-31 04:35:24,Wonder face century upon key.
alert149990,txn10049990,suspicious_login,2024-07-29 05:55,TRUE,2024-08-01 01:55:39,Republican church ground us west experience understand political.
alert103252,txn10003252,unusual_amount,2025-05-25 01:20,TRUE,2025-05-26 08:20:40,Officer whom whether bed figure pattern surface.
alert127238,txn10027238,frequent_failure,2025-08-06 00:25,TRUE,2025-08-06 08:06:42,Sound easy white somebody how determine enjoy.
alert171789,txn10071789,unusual_amount,2025-03-24 20:41,TRUE,2025-03-26 13:41:09,Family institution election also.
alert195642,txn10095642,unusual_time,2025-05-04 08:42,TRUE,2025-05-06 07:42:44,Back top respond reflect.
alert112566,txn10012566,frequent_failure,2025-07-06 12:40,TRUE,2025-07-09 11:40:04,Find relate story.
alert129704,txn10029704,unusual_amount,2025-07-15 05:59,TRUE,2025-07-15 23:59:33,Provide model position catch book prevent impact.
alert132324,txn10032324,unusual_amount,2025-08-05 21:22,TRUE,2025-08-06 08:06:42,Treat party government from not care seem million.
alert154725,txn10054725,unusual_amount,2023-03-27 09:30,TRUE,2023-03-27 18:30:08,Available least remember carry black or picture.
alert128260,txn10028260,frequent_failure,2025-07-01 07:32,TRUE,2025-07-02 05:32:08,Voice while knowledge piece daughter owner baby major.
alert132000,txn10032000,suspicious_login,2024-07-04 05:25,TRUE,2024-07-06 23:25:09,Street cover answer early measure mouth.
alert121878,txn10021878,unusual_amount,2024-08-26 15:12,TRUE,2024-08-29 08:12:22,Research generation true news.
alert179730,txn10079730,unusual_amount,2025-04-06 03:31,TRUE,2025-04-08 00:31:42,Away fine kind report free.
alert199662,txn10099662,unusual_amount,2025-07-07 20:03,TRUE,2025-07-10 09:03:33,None pressure nothing large.
alert134261,txn10034261,frequent_failure,2025-08-02 01:44,TRUE,2025-08-04 10:44:00,Point resource range product occur entire.
alert140818,txn10040818,frequent_failure,2025-03-07 05:20,TRUE,2025-03-08 20:20:28,Career matter decision environment understand treatment hospital.
alert174154,txn10074154,frequent_failure,2025-02-11 03:10,TRUE,2025-02-13 18:10:47,Civil top summer by certain.
alert180917,txn10080917,frequent_failure,2025-03-31 14:28,TRUE,2025-04-01 05:28:15,Add ever significant.
alert122799,txn10022799,frequent_failure,2025-08-04 04:46,TRUE,2025-08-05 02:46:46,Provide success best support husband field little our.
alert136679,txn10036679,frequent_failure,2024-07-05 06:01,TRUE,2024-07-08 05:01:53,Special prevent in network position.
alert175398,txn10075398,frequent_failure,2025-03-29 23:10,TRUE,2025-03-30 02:10:48,Team mouth garden here.
alert179847,txn10079847,frequent_failure,2025-07-05 07:35,TRUE,2025-07-05 08:35:57,Kitchen four impact thus.
alert147681,txn10047681,unusual_time,2024-05-20 16:23,TRUE,2024-05-20 19:23:00,Real the serve however information member industry.
alert191091,txn10091091,unusual_amount,2025-04-01 01:36,FALSE,,Let although leave reveal soldier listen green.
alert162386,txn10062386,unusual_amount,2025-07-25 11:55,TRUE,2025-07-25 19:55:13,Respond rate order.
alert146733,txn10046733,frequent_failure,2023-04-27 19:10,TRUE,2023-04-30 13:10:35,About ok management international far have baby produce.
alert101022,txn10001022,unusual_time,2025-04-23 22:57,TRUE,2025-04-26 12:57:01,Serious mind attack business.
alert142569,txn10042569,suspicious_login,2024-10-11 15:53,TRUE,2024-10-14 01:53:42,Recent job explain draw check.
alert144851,txn10044851,frequent_failure,2025-03-27 08:57,TRUE,2025-03-28 20:57:52,Little more skin.
alert131810,txn10031810,frequent_failure,2024-01-09 10:33,TRUE,2024-01-10 00:33:07,Employee none name face actually knowledge wide bill.
alert161432,txn10061432,frequent_failure,2025-08-03 01:00,TRUE,2025-08-04 20:00:55,Baby brother ground fill far resource owner.
alert160551,txn10060551,frequent_failure,2024-06-12 21:48,FALSE,,Despite prepare open especially.
alert133897,txn10033897,unusual_amount,2024-02-12 01:20,TRUE,2024-02-14 06:20:13,Go people view building surface standard garden.
alert162124,txn10062124,suspicious_login,2024-05-24 18:02,TRUE,2024-05-27 08:02:57,Prove left blue build.
alert131673,txn10031673,suspicious_login,2023-06-22 23:42,TRUE,2023-06-24 11:42:29,Lose manager what piece rich nature season.
alert110166,txn10010166,unusual_amount,2025-01-21 05:50,FALSE,,Rise surface section eight their.
alert114218,txn10014218,unusual_amount,2025-02-05 12:51,TRUE,2025-02-07 14:51:12,Game skin whether as property follow.
alert196616,txn10096616,suspicious_login,2025-05-29 04:45,TRUE,2025-05-29 14:45:12,Know simple player tell I catch.
alert172981,txn10072981,unusual_time,2025-05-19 03:24,TRUE,2025-05-21 06:24:57,History identify town prove subject.
alert120371,txn10020371,frequent_failure,2025-07-11 07:51,FALSE,,Physical actually staff first.
alert131496,txn10031496,unusual_time,2025-06-24 09:53,TRUE,2025-06-25 05:53:13,Possible large peace second as its.
alert101333,txn10001333,unusual_amount,2025-06-21 11:53,TRUE,2025-06-23 22:53:51,Song back someone training.
alert110062,txn10010062,frequent_failure,2025-07-05 06:58,TRUE,2025-07-07 19:58:25,Daughter more interesting red politics painting.
alert143461,txn10043461,suspicious_login,2025-06-16 17:51,FALSE,,Discover yourself up professor.
alert117053,txn10017053,suspicious_login,2024-09-11 07:19,TRUE,2024-09-12 05:19:44,Which method thing will capital in.
alert193576,txn10093576,unusual_amount,2023-10-30 19:47,TRUE,2023-10-31 06:47:25,Mr our leader into significant agency because region.
alert160124,txn10060124,unusual_time,2024-08-05 14:04,TRUE,2024-08-06 16:04:44,Time apply reduce east top.
alert192638,txn10092638,suspicious_login,2025-03-28 06:37,FALSE,,Say run staff baby positive have.
alert127696,txn10027696,frequent_failure,2023-03-22 04:32,TRUE,2023-03-22 16:32:37,Or peace political.
alert177495,txn10077495,unusual_time,2024-04-12 17:33,TRUE,2024-04-12 23:33:33,Tough sense fire bed book.
alert126702,txn10026702,suspicious_login,2025-02-26 12:36,TRUE,2025-03-01 04:36:17,End by hand degree prevent someone.
alert172099,txn10072099,frequent_failure,2024-08-31 15:23,TRUE,2024-09-03 12:23:20,Police I everything.
alert104112,txn10004112,unusual_amount,2021-12-25 06:47,TRUE,2021-12-26 12:47:55,Yet left relate note phone.
alert158249,txn10058249,suspicious_login,2025-07-02 02:22,TRUE,2025-07-03 18:22:52,College type kitchen concern recent cause.
alert102752,txn10002752,unusual_time,2024-08-05 19:24,TRUE,2024-08-05 22:24:54,Wear treatment mother those another stage.
alert150996,txn10050996,unusual_amount,2024-08-17 05:33,TRUE,2024-08-19 08:33:35,Realize order another development woman toward.
alert160811,txn10060811,unusual_amount,2023-12-05 03:11,TRUE,2023-12-07 22:11:16,Future town natural.
alert181678,txn10081678,unusual_amount,2024-11-16 07:57,TRUE,2024-11-17 14:57:34,Central set however himself.
alert171400,txn10071400,unusual_amount,2023-08-25 10:19,TRUE,2023-08-27 21:19:21,Quickly who cut forward light.
alert104856,txn10004856,unusual_amount,2023-11-23 09:34,FALSE,,Grow long seven last glass.
alert191068,txn10091068,unusual_amount,2025-07-25 23:01,TRUE,2025-07-28 13:01:50,Whole camera employee drive.
alert161108,txn10061108,unusual_amount,2025-01-01 12:01,TRUE,2025-01-02 08:01:27,Everything order either movie claim.
alert159052,txn10059052,frequent_failure,2025-04-21 12:45,TRUE,2025-04-23 14:45:14,Road agree former without.
alert185971,txn10085971,unusual_amount,2025-07-01 10:18,TRUE,2025-07-02 11:18:32,Letter four war.
alert175136,txn10075136,unusual_time,2025-01-17 20:01,TRUE,2025-01-20 01:01:33,Market hard since story make manager star instead.
alert178861,txn10078861,frequent_failure,2025-07-05 07:37,TRUE,2025-07-06 19:37:24,Sense special prepare surface trouble.
alert182318,txn10082318,unusual_time,2025-07-16 09:02,TRUE,2025-07-19 06:02:59,Probably simple relate minute reflect how.
alert145828,txn10045828,frequent_failure,2025-08-05 05:25,TRUE,2025-08-06 08:06:42,Difference three seven run card.
alert192701,txn10092701,unusual_time,2025-06-21 14:19,TRUE,2025-06-23 00:19:18,Close however could scene side industry.
alert165729,txn10065729,frequent_failure,2024-03-16 22:26,TRUE,2024-03-17 03:26:29,Or name those sport.
alert174265,txn10074265,unusual_amount,2025-05-27 13:01,TRUE,2025-05-27 22:01:47,Student report professional former hotel.
alert184353,txn10084353,frequent_failure,2025-05-16 01:06,TRUE,2025-05-17 16:06:42,Yeah interesting idea interesting body right forget.
alert152502,txn10052502,unusual_amount,2025-07-30 08:05,TRUE,2025-07-31 02:05:48,Sport natural book federal step section.
alert185519,txn10085519,unusual_time,2025-08-02 21:19,TRUE,2025-08-05 12:19:10,Identify magazine low military recognize.
alert108043,txn10008043,unusual_amount,2025-06-27 19:35,TRUE,2025-06-30 12:35:17,Not all board.
alert162432,txn10062432,suspicious_login,2025-06-29 21:25,TRUE,2025-06-30 12:25:57,Industry strong officer sit.
alert155281,txn10055281,unusual_time,2025-02-06 07:04,TRUE,2025-02-08 01:04:45,Old new pick heart.
alert134053,txn10034053,frequent_failure,2025-07-26 15:37,TRUE,2025-07-29 01:37:26,Painting foot there time leg reveal within assume.
alert172038,txn10072038,unusual_amount,2025-01-20 01:28,TRUE,2025-01-22 23:28:11,Door hit strategy story month.
alert188869,txn10088869,unusual_time,2024-12-24 09:42,FALSE,,War study experience likely way alone think.
alert191331,txn10091331,suspicious_login,2023-08-17 12:49,TRUE,2023-08-18 18:49:22,Commercial debate social girl.
alert114127,txn10014127,unusual_time,2023-11-29 05:16,TRUE,2023-11-30 01:16:21,Each interview lose land day degree science.
alert195977,txn10095977,unusual_amount,2023-06-23 07:37,TRUE,2023-06-25 08:37:40,Cover believe tonight talk star onto phone doctor.
alert100773,txn10000773,suspicious_login,2025-02-19 19:48,TRUE,2025-02-21 18:48:51,Kid night car trouble role public tonight.
alert160177,txn10060177,suspicious_login,2025-06-19 03:36,TRUE,2025-06-19 07:36:18,Important early tend tell involve.
alert175291,txn10075291,suspicious_login,2025-03-26 11:03,TRUE,2025-03-27 18:03:36,Citizen hotel part.
alert193036,txn10093036,frequent_failure,2025-05-23 10:30,TRUE,2025-05-26 01:30:30,Protect up brother.
alert191184,txn10091184,unusual_amount,2025-01-08 08:44,TRUE,2025-01-09 18:44:29,Key cultural book.
alert148782,txn10048782,unusual_time,2025-04-11 13:46,TRUE,2025-04-12 07:46:15,Nothing all mind sea no.
alert138702,txn10038702,unusual_amount,2024-08-13 01:58,FALSE,,Visit employee nor how gun eye view power.
alert106973,txn10006973,frequent_failure,2025-07-28 16:09,TRUE,2025-07-28 20:09:34,Participant eye serious street enjoy and customer.
alert142295,txn10042295,frequent_failure,2025-04-28 13:37,TRUE,2025-04-30 15:37:45,Occur hold husband picture least though only.
alert194680,txn10094680,suspicious_login,2023-01-25 13:24,TRUE,2023-01-27 22:24:14,Church attorney matter foreign.
alert180307,txn10080307,unusual_time,2024-11-19 06:57,TRUE,2024-11-20 15:57:27,Possible result stage break structure beautiful at.
alert110252,txn10010252,suspicious_login,2025-06-08 19:03,TRUE,2025-06-11 17:03:18,Hair money speak agreement better to.
alert176556,txn10076556,suspicious_login,2025-07-22 05:33,FALSE,,Cause care administration computer special.
alert155951,txn10055951,frequent_failure,2025-06-01 14:31,TRUE,2025-06-02 13:31:53,View yard color help tend degree.
alert173176,txn10073176,suspicious_login,2025-08-06 03:24,TRUE,2025-08-06 08:06:42,Car particular create blood entire probably.
alert104255,txn10004255,unusual_time,2023-07-12 17:31,TRUE,2023-07-14 09:31:14,Technology live let none.
alert144666,txn10044666,suspicious_login,2025-07-29 22:34,TRUE,2025-07-30 15:34:49,The design class allow write.
alert114757,txn10014757,suspicious_login,2025-04-28 17:14,FALSE,,Season name interest before lawyer assume.
alert196297,txn10096297,unusual_amount,2025-06-12 17:15,TRUE,2025-06-15 16:15:31,Role whether direction yourself reason.
alert168680,txn10068680,unusual_amount,2025-05-21 01:22,TRUE,2025-05-23 12:22:24,Respond head economic teacher.
alert167791,txn10067791,unusual_amount,2025-07-15 12:35,TRUE,2025-07-17 14:35:04,Physical kid whole old fall make.
alert142646,txn10042646,suspicious_login,2025-03-25 06:47,TRUE,2025-03-26 09:47:30,My over your dog democratic executive.
alert149387,txn10049387,frequent_failure,2024-04-04 06:19,FALSE,,Hour side resource want some consumer capital.
alert173515,txn10073515,unusual_time,2024-05-19 17:11,TRUE,2024-05-21 16:11:12,Lay teacher sign pressure responsibility throughout.
alert158876,txn10058876,suspicious_login,2025-07-23 20:55,FALSE,,Speech traditional because sometimes war rate budget program.
alert102374,txn10002374,suspicious_login,2025-02-10 10:36,TRUE,2025-02-11 06:36:11,Cultural while war direction join either.
alert172855,txn10072855,frequent_failure,2025-08-06 05:01,TRUE,2025-08-06 08:06:42,Upon fact late I couple.
alert163887,txn10063887,unusual_time,2025-05-14 06:26,TRUE,2025-05-15 03:26:01,Beautiful film community once husband majority.
alert186120,txn10086120,suspicious_login,2022-10-22 21:13,TRUE,2022-10-24 20:13:02,Approach sport collection senior.
alert188855,txn10088855,unusual_amount,2025-01-29 14:16,TRUE,2025-01-30 03:16:49,Month city color discover community.
alert126472,txn10026472,suspicious_login,2025-06-29 02:31,TRUE,2025-06-30 09:31:36,Sell lay half particular.
alert185338,txn10085338,unusual_amount,2025-07-15 08:44,TRUE,2025-07-16 00:44:23,Great customer away want while cup.
alert176018,txn10076018,unusual_time,2025-02-12 14:15,TRUE,2025-02-12 15:15:28,Serious dream operation force serve guess share.
alert123633,txn10023633,frequent_failure,2025-02-04 02:43,TRUE,2025-02-05 15:43:23,Off knowledge live security top bag.
alert180556,txn10080556,suspicious_login,2025-07-09 04:05,TRUE,2025-07-10 23:05:25,Laugh serious nature health.
alert150107,txn10050107,suspicious_login,2025-01-26 20:34,TRUE,2025-01-26 23:34:58,South on play whatever civil.
alert141667,txn10041667,frequent_failure,2025-04-18 03:07,TRUE,2025-04-21 03:07:55,Nice your voice drive can institution three leg.
alert128779,txn10028779,frequent_failure,2025-01-29 01:44,TRUE,2025-01-29 21:44:43,Cause entire act century claim that.
alert105960,txn10005960,frequent_failure,2025-06-14 03:51,TRUE,2025-06-15 13:51:35,Each standard staff myself significant.
alert160283,txn10060283,unusual_amount,2024-11-01 08:46,TRUE,2024-11-02 06:46:38,Successful public change expect need spring.
alert190096,txn10090096,unusual_time,2024-02-24 19:07,TRUE,2024-02-27 16:07:16,Itself green student unit.
alert174844,txn10074844,unusual_amount,2025-05-19 22:27,TRUE,2025-05-20 17:27:34,Mother strong memory no be born.
alert198958,txn10098958,frequent_failure,2025-05-03 04:36,TRUE,2025-05-03 06:36:55,Woman family poor deep country color its.
alert149258,txn10049258,unusual_time,2025-05-12 19:28,TRUE,2025-05-13 22:28:17,Class far my maybe.
alert150014,txn10050014,frequent_failure,2025-07-30 10:16,TRUE,2025-07-30 13:16:23,Feel fine dinner simply point soldier drop.
alert135705,txn10035705,unusual_time,2025-07-31 15:40,TRUE,2025-08-01 06:40:25,Method fall today real item off page kind.
alert103344,txn10003344,frequent_failure,2023-08-04 15:30,TRUE,2023-08-06 07:30:22,Range source store site education enough drug.
alert138071,txn10038071,unusual_time,2024-03-29 02:04,TRUE,2024-03-30 13:04:02,Game season me property.
alert116753,txn10016753,suspicious_login,2025-08-05 09:06,TRUE,2025-08-05 11:06:39,Least every like political far summer name hospital.
alert100052,txn10000052,suspicious_login,2024-10-06 01:00,FALSE,,Letter support standard glass decide.
alert141201,txn10041201,frequent_failure,2025-07-09 01:15,TRUE,2025-07-09 21:15:06,Close test during down fill development firm.
alert197796,txn10097796,suspicious_login,2025-05-20 09:08,TRUE,2025-05-21 20:08:18,Soldier old whom.
alert107228,txn10007228,suspicious_login,2025-03-12 04:49,TRUE,2025-03-14 13:49:20,Service might my.
alert137236,txn10037236,frequent_failure,2024-03-24 11:44,FALSE,,Speech hot top mother these.
alert172607,txn10072607,suspicious_login,2025-05-21 13:14,TRUE,2025-05-22 01:14:32,Data bring there see officer member allow window.
alert149129,txn10049129,unusual_time,2023-09-08 21:35,TRUE,2023-09-11 07:35:21,Our speak until charge floor.
alert156712,txn10056712,unusual_time,2024-02-15 12:21,TRUE,2024-02-16 08:21:50,Girl during traditional discuss sea environmental want.
alert177382,txn10077382,unusual_amount,2025-08-06 01:48,TRUE,2025-08-06 08:06:42,Save animal white culture.
alert109661,txn10009661,unusual_amount,2025-06-12 11:16,TRUE,2025-06-13 08:16:07,Yes truth piece prevent.
alert122767,txn10022767,unusual_amount,2022-06-10 22:53,TRUE,2022-06-12 05:53:44,Heavy significant trial away pattern.
alert107966,txn10007966,suspicious_login,2024-11-12 21:44,TRUE,2024-11-15 09:44:55,Final poor speak center rate but recognize.
alert152425,txn10052425,unusual_amount,2025-03-29 04:45,FALSE,,Onto political right important strong our make.
alert154636,txn10054636,frequent_failure,2024-05-07 09:40,TRUE,2024-05-07 10:40:09,Forward guess yeah stand eight.
alert165851,txn10065851,frequent_failure,2023-04-04 01:17,TRUE,2023-04-06 20:17:47,Why government crime mention join improve.
alert178354,txn10078354,unusual_amount,2025-03-09 20:17,TRUE,2025-03-11 07:17:15,Show beautiful human let much class both.
alert104162,txn10004162,frequent_failure,2025-05-05 07:07,TRUE,2025-05-05 13:07:42,Culture eat concern for key mean hour.
alert194042,txn10094042,unusual_time,2025-05-16 10:19,TRUE,2025-05-19 09:19:29,Sure major smile from new rest parent.
alert171897,txn10071897,unusual_time,2025-05-13 15:39,TRUE,2025-05-15 08:39:20,Place improve structure.
alert175043,txn10075043,frequent_failure,2025-05-20 03:43,TRUE,2025-05-22 19:43:38,Base might position hundred.
alert150962,txn10050962,frequent_failure,2025-06-11 10:17,FALSE,,Hundred occur quite scene.
alert121118,txn10021118,suspicious_login,2025-07-05 07:53,TRUE,2025-07-05 18:53:45,Not discussion anyone wind assume tell.
alert114256,txn10014256,unusual_time,2023-06-18 02:50,TRUE,2023-06-20 00:50:48,Nation around garden certain.
alert126598,txn10026598,frequent_failure,2025-02-03 23:43,TRUE,2025-02-06 10:43:55,Shake character run president hear rich deal.
alert135884,txn10035884,frequent_failure,2025-08-04 05:46,TRUE,2025-08-06 00:46:26,Piece move pay without.
alert178108,txn10078108,unusual_amount,2024-12-03 03:37,FALSE,,Soldier spring black citizen language worry.
alert189115,txn10089115,unusual_time,2025-07-14 03:51,FALSE,,Others business so letter.
alert130211,txn10030211,unusual_time,2023-11-15 08:39,TRUE,2023-11-18 00:39:18,Prove ability despite protect food fund go.
alert120129,txn10020129,unusual_amount,2025-07-26 03:43,TRUE,2025-07-29 00:43:08,Learn generation reduce one.
alert151498,txn10051498,unusual_amount,2024-11-02 22:06,TRUE,2024-11-05 11:06:21,Girl prepare sort population population person.
alert107841,txn10007841,unusual_time,2024-06-13 08:46,TRUE,2024-06-15 08:46:26,Produce trial among discuss.
alert176447,txn10076447,suspicious_login,2025-05-09 01:52,TRUE,2025-05-10 07:52:58,Often behavior improve that.
alert172123,txn10072123,frequent_failure,2025-03-04 20:19,TRUE,2025-03-05 05:19:56,Like exist bring dog people room.
alert162773,txn10062773,unusual_time,2025-07-03 09:05,TRUE,2025-07-06 03:05:08,Catch season college approach memory.
alert114713,txn10014713,suspicious_login,2025-03-30 04:47,TRUE,2025-03-31 16:47:28,Forget character least toward wait nothing strong.
alert151236,txn10051236,suspicious_login,2023-10-18 10:52,FALSE,,Health ready responsibility they college pretty since.
alert133530,txn10033530,suspicious_login,2024-04-25 05:18,TRUE,2024-04-25 08:18:55,Raise need option do past despite pattern oil.
alert140826,txn10040826,unusual_amount,2025-06-16 00:28,TRUE,2025-06-17 23:28:18,Cover have prevent else.
alert162453,txn10062453,unusual_time,2024-02-20 18:02,TRUE,2024-02-23 01:02:02,Sure parent deal air write free.
alert192203,txn10092203,unusual_time,2024-07-01 06:20,TRUE,2024-07-02 00:20:05,Receive whether even final impact.
alert152603,txn10052603,frequent_failure,2025-07-29 17:31,TRUE,2025-08-01 15:31:55,Long return message never environmental.
alert163592,txn10063592,unusual_time,2024-10-31 16:58,TRUE,2024-11-01 05:58:20,Military character out better class check more.
alert131592,txn10031592,frequent_failure,2025-01-31 17:53,TRUE,2025-02-02 06:53:39,Return century pretty gas my far back affect.
alert144759,txn10044759,frequent_failure,2024-06-28 12:15,FALSE,,Rock interview crime sort.
alert129000,txn10029000,frequent_failure,2021-11-11 14:16,TRUE,2021-11-13 20:16:11,Concern line kind stock beautiful.
alert192051,txn10092051,unusual_amount,2023-11-21 17:24,TRUE,2023-11-22 15:24:38,City security daughter media.
alert115741,txn10015741,unusual_amount,2024-09-05 08:17,TRUE,2024-09-07 18:17:57,Clearly shake environmental suggest even who.
alert198285,txn10098285,unusual_time,2025-06-29 11:37,FALSE,,Republican before industry left per certain.
alert134389,txn10034389,unusual_time,2023-12-05 19:51,TRUE,2023-12-07 02:51:54,Break deep executive safe.
alert172682,txn10072682,unusual_time,2025-04-07 16:58,TRUE,2025-04-10 05:58:25,More measure tree that key.
alert121097,txn10021097,frequent_failure,2025-07-08 10:33,TRUE,2025-07-11 09:33:42,Business edge player box.
alert169230,txn10069230,frequent_failure,2025-01-24 00:20,TRUE,2025-01-26 20:20:24,Now four worry responsibility for break.
alert108700,txn10008700,frequent_failure,2024-11-20 11:11,TRUE,2024-11-22 21:11:30,Statement rise everyone.
alert183640,txn10083640,unusual_time,2025-06-14 18:24,TRUE,2025-06-17 08:24:39,Data evidence yard great.
alert129947,txn10029947,unusual_amount,2025-06-13 05:27,FALSE,,Fast world black figure.
alert140442,txn10040442,unusual_amount,2025-06-04 13:52,TRUE,2025-06-05 22:52:31,Pressure recent score your letter discuss opportunity weight.
alert124223,txn10024223,unusual_amount,2025-02-22 10:34,TRUE,2025-02-23 16:34:08,Us fill daughter program finally thank worry.
alert125909,txn10025909,frequent_failure,2025-05-01 03:49,TRUE,2025-05-04 02:49:04,Food reason hospital.
alert135451,txn10035451,suspicious_login,2025-04-29 12:25,TRUE,2025-04-30 02:25:33,Billion reality miss I blood.
alert124312,txn10024312,unusual_amount,2025-05-21 21:19,TRUE,2025-05-22 18:19:29,Decision why against yard turn pressure realize even.
alert120967,txn10020967,frequent_failure,2025-07-31 22:34,TRUE,2025-08-03 16:34:44,Trouble ask experience cut.
alert171444,txn10071444,frequent_failure,2025-06-01 18:32,TRUE,2025-06-03 06:32:17,Near career chance heavy there right herself.
alert197948,txn10097948,unusual_amount,2025-01-17 10:22,TRUE,2025-01-18 00:22:22,Maintain sign find key network memory.
alert194027,txn10094027,suspicious_login,2023-11-11 10:20,TRUE,2023-11-13 02:20:42,Task spring end rather.
alert121974,txn10021974,unusual_time,2024-01-06 06:05,TRUE,2024-01-08 00:05:10,Summer wonder purpose pretty cut drop both.
alert138189,txn10038189,unusual_time,2024-03-29 15:59,TRUE,2024-03-30 22:59:28,Once decade record bar million color young.
alert193658,txn10093658,unusual_amount,2025-02-16 16:30,TRUE,2025-02-18 01:30:35,Similar indicate particularly age.
alert183755,txn10083755,unusual_time,2025-01-10 00:29,TRUE,2025-01-10 19:29:52,Result institution fund tree some court.
alert102822,txn10002822,frequent_failure,2024-12-19 00:20,TRUE,2024-12-21 16:20:15,Follow check design fall player behind.
alert194269,txn10094269,unusual_amount,2025-04-30 11:24,TRUE,2025-05-01 11:24:39,Clearly truth writer deal.
alert175276,txn10075276,suspicious_login,2025-01-27 06:26,FALSE,,Teach five set miss above begin behind.
alert150815,txn10050815,frequent_failure,2025-07-27 09:15,TRUE,2025-07-30 02:15:28,Might quality write left drive.
alert111094,txn10011094,suspicious_login,2025-05-13 17:20,TRUE,2025-05-15 22:20:30,Lay toward crime value there everything foreign.
alert192892,txn10092892,suspicious_login,2025-06-30 19:29,TRUE,2025-07-01 07:29:54,Report wish southern particular condition.
